study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_words,reference,old_new,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,mouse.started,test.stopped,trials_2.textbox.text,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,trials_2.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
cruise,12,12,0,1.08,0.7784911999478936,,,,,,,,,,,,0,12,12,11,,,,,10.963566299993545,,10.938925299793482,10.963566299993545,10.963566299993545,11.748143499717116,1.08,0.7784911999478936,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
T-shirt,13,13,0,1.08,0.9071076000109315,,,,,,,,,,,,0,13,13,7,,,,,11.77965970011428,,11.758950499817729,11.77965970011428,11.77965970011428,12.698050600010902,1.08,0.9071076000109315,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
poster,14,14,0,1.08,0.7934444998390973,,,,,,,,,,,,0,14,14,14,,,,,12.728609799873084,,12.704302200116217,12.728609799873084,12.728609799873084,13.52976069971919,1.08,0.7934444998390973,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
police,15,0,1,1.08,0.5609250999987125,,,,,,,,,,,,1,0,15,12,,,,,13.561410800088197,,13.536762400064617,13.561410800088197,13.561410800088197,14.129439800046384,1.08,0.5609250999987125,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
phone,16,1,1,1.08,0.2946446002461016,,,,,,,,,,,,1,1,16,2,,,,,14.160897099878639,,14.136223699897528,14.160897099878639,14.160897099878639,14.462531900033355,1.08,0.2946446002461016,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
chart,17,2,1,1.08,0.49477019999176264,,,,,,,,,,,,1,2,17,6,,,,,14.49401480006054,,14.468709599692374,14.49401480006054,14.49401480006054,14.994577399920672,1.08,0.49477019999176264,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
mouse,18,3,1,1.08,0.19587690010666847,,,,,,,,,,,,1,3,18,8,,,,,15.027270500082523,,15.00063439970836,15.027270500082523,15.027270500082523,15.227954300120473,1.08,0.19587690010666847,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
laptop,19,4,1,1.08,0.19673459976911545,,,,,,,,,,,,1,4,19,5,,,,,15.25973440008238,,15.232404000125825,15.25973440008238,15.25973440008238,15.44586220011115,1.08,0.19673459976911545,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
cushion,20,5,1,1.08,0.17796700028702617,,,,,,,,,,,,1,5,20,1,,,,,15.476983599830419,,15.450459599960595,15.476983599830419,15.476983599830419,15.645661499816924,1.08,0.17796700028702617,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
marble,21,6,1,1.08,0.1963010998442769,,,,,,,,,,,,1,6,21,3,,,,,15.676078999880701,,15.649882199708372,15.676078999880701,15.676078999880701,15.877341900020838,1.08,0.1963010998442769,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
case,22,7,1,1.08,0.1622470999136567,,,,,,,,,,,,1,7,22,10,,,,,15.909101599827409,,15.88354660011828,15.909101599827409,15.909101599827409,16.07720230007544,1.08,0.1622470999136567,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
keys,23,8,1,1.08,0.16299410024657845,,,,,,,,,,,,1,8,23,13,,,,,16.108937999699265,,16.082843400072306,16.108937999699265,16.108937999699265,16.276629199739546,1.08,0.16299410024657845,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
cruise,24,9,1,1.08,0.16193269984796643,,,,,,,,,,,,1,9,24,11,,,,,16.30891830008477,,16.282889999914914,16.30891830008477,16.30891830008477,16.476997199933976,1.08,0.16193269984796643,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
board ,25,10,1,1.08,0.1291891997680068,,,,,,,,,,,,1,10,25,4,,,,,16.508792200125754,,16.483183899894357,16.508792200125754,16.508792200125754,16.64338509971276,1.08,0.1291891997680068,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
T-shirt,26,11,1,1.08,0.1938025001436472,,,,,,,,,,,,1,11,26,7,,,,,16.67505529988557,,16.650309099815786,16.67505529988557,16.67505529988557,16.87636819994077,1.08,0.1938025001436472,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
poster,27,12,1,1.08,0.1284376997500658,,,,,,,,,,,,1,12,27,14,,,,,16.907829999923706,,16.882788099814206,16.907829999923706,16.907829999923706,17.042832300066948,1.08,0.1284376997500658,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
pastry,28,13,1,1.08,0.16189170023426414,,,,,,,,,,,,1,13,28,9,,,,,17.074376800097525,,17.04891759995371,17.074376800097525,17.074376800097525,17.242751699872315,1.08,0.16189170023426414,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
book,29,14,1,1.08,0.12939260015264153,,,,,,,,,,,,1,14,29,0,,,,,17.274414099752903,,17.2482998999767,17.274414099752903,17.274414099752903,17.409317799843848,1.08,0.12939260015264153,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
board ,30,0,2,1.08,0.16121000004932284,,,,,,,,,,,,2,0,30,4,,,,,17.440900899935514,,17.415647099725902,17.440900899935514,17.440900899935514,17.60836399998516,1.08,0.16121000004932284,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
keys,31,1,2,1.08,0.13039059983566403,,,,,,,,,,,,2,1,31,13,,,,,17.64078909996897,,17.61399480002001,17.64078909996897,17.64078909996897,17.77538050012663,1.08,0.13039059983566403,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
police,32,2,2,1.08,0.16190569987520576,,,,,,,,,,,,2,2,32,12,,,,,17.807287800125778,,17.781517299823463,17.807287800125778,17.807287800125778,17.97560939984396,1.08,0.16190569987520576,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
poster,33,3,2,1.08,0.12771649984642863,,,,,,,,,,,,2,3,33,14,,,,,18.007169499993324,,17.981873800046742,18.007169499993324,18.007169499993324,18.141404599882662,1.08,0.12771649984642863,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
case,34,4,2,1.08,0.13059030007570982,,,,,,,,,,,,2,4,34,10,,,,,18.173623099923134,,18.14742049993947,18.173623099923134,18.173623099923134,18.307878099847585,1.08,0.13059030007570982,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
cruise,35,5,2,1.08,0.16279829991981387,,,,,,,,,,,,2,5,35,11,,,,,18.33996419981122,,18.31408719997853,18.33996419981122,18.33996419981122,18.50801520003006,1.08,0.16279829991981387,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
pastry,36,6,2,1.08,0.16134369978681207,,,,,,,,,,,,2,6,36,9,,,,,18.539874999783933,,18.514607799705118,18.539874999783933,18.539874999783933,18.707643599715084,1.08,0.16134369978681207,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
chart,37,7,2,1.08,0.12851350009441376,,,,,,,,,,,,2,7,37,6,,,,,18.739352599717677,,18.71418030001223,18.739352599717677,18.739352599717677,18.874213499948382,1.08,0.12851350009441376,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
laptop,38,8,2,1.08,0.16168610006570816,,,,,,,,,,,,2,8,38,5,,,,,18.906145200133324,,18.88045849977061,18.906145200133324,18.906145200133324,19.073805399704725,1.08,0.16168610006570816,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
book,39,9,2,1.08,0.16331769991666079,,,,,,,,,,,,2,9,39,0,,,,,19.10594699997455,,19.07937439996749,19.10594699997455,19.10594699997455,19.274002199992537,1.08,0.16331769991666079,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
mouse,40,10,2,1.08,0.16199259972199798,,,,,,,,,,,,2,10,40,8,,,,,19.305790999904275,,19.28005659999326,19.305790999904275,19.305790999904275,19.474225900135934,1.08,0.16199259972199798,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
cushion,41,11,2,1.08,0.12748940009623766,,,,,,,,,,,,2,11,41,1,,,,,19.505800599697977,,19.480553399771452,19.505800599697977,19.505800599697977,19.640149199869484,1.08,0.12748940009623766,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
phone,42,12,2,1.08,0.1285998998209834,,,,,,,,,,,,2,12,42,2,,,,,19.671780100092292,,19.646319299936295,19.671780100092292,19.671780100092292,19.807035699952394,1.08,0.1285998998209834,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
T-shirt,43,13,2,1.08,0.19537770003080368,,,,,,,,,,,,2,13,43,7,,,,,19.8384606000036,,19.813314499799162,19.8384606000036,19.8384606000036,20.039861499797553,1.08,0.19537770003080368,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
marble,44,14,2,1.08,0.16178870014846325,,,,,,,,,,,,2,14,44,3,,,,,20.07191239995882,,20.04598749987781,20.07191239995882,20.07191239995882,20.239493399858475,1.08,0.16178870014846325,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
laptop,45,0,3,1.08,0.12881849985569715,,,,,,,,,,,,3,0,45,5,,,,,20.271257299929857,,20.24573289975524,20.271257299929857,20.271257299929857,20.39051919989288,1.08,0.12881849985569715,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
keys,46,1,3,1.08,0.17945999978110194,,,,,,,,,,,,3,1,46,13,,,,,20.42104919999838,,20.394228599965572,20.42104919999838,20.42104919999838,20.605723300017416,1.08,0.17945999978110194,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
case,47,2,3,1.08,0.16268609976395965,,,,,,,,,,,,3,2,47,10,,,,,20.63765549985692,,20.611436599865556,20.63765549985692,20.63765549985692,20.806791599839926,1.08,0.16268609976395965,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
police,48,3,3,1.08,0.16084700031206012,,,,,,,,,,,,3,3,48,12,,,,,20.83717199973762,,20.813310800120234,20.83717199973762,20.83717199973762,21.005927599966526,1.08,0.16084700031206012,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
cruise,49,4,3,1.08,0.16135129984468222,,,,,,,,,,,,3,4,49,11,,,,,21.037384799681604,,21.012124099768698,21.037384799681604,21.037384799681604,21.20535339973867,1.08,0.16135129984468222,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
marble,50,5,3,1.08,0.16171849984675646,,,,,,,,,,,,3,5,50,3,,,,,21.236867900006473,,21.211672800127417,21.236867900006473,21.236867900006473,21.40531329996884,1.08,0.16171849984675646,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
phone,51,6,3,1.08,0.16213099984452128,,,,,,,,,,,,3,6,51,2,,,,,21.437023799866438,,21.411718199960887,21.437023799866438,21.437023799866438,21.60511939972639,1.08,0.16213099984452128,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
poster,52,7,3,1.08,0.16113939974457026,,,,,,,,,,,,3,7,52,14,,,,,21.63685919996351,,21.611445299815387,21.63685919996351,21.63685919996351,21.804771499708295,1.08,0.16113939974457026,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
chart,53,8,3,1.08,0.12937489990144968,,,,,,,,,,,,3,8,53,6,,,,,21.83658909983933,,21.810876300092787,21.83658909983933,21.83658909983933,21.971148800104856,1.08,0.12937489990144968,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
book,54,9,3,1.08,0.1626011999323964,,,,,,,,,,,,3,9,54,0,,,,,22.004170099738985,,21.976848799735308,22.004170099738985,22.004170099738985,22.171087299939245,1.08,0.1626011999323964,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
T-shirt,55,10,3,1.08,0.1279939003288746,,,,,,,,,,,,3,10,55,7,,,,,22.202521699946374,,22.178098099771887,22.202521699946374,22.202521699946374,22.337377300020307,1.08,0.1279939003288746,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
mouse,56,11,3,1.08,0.1624452997930348,,,,,,,,,,,,3,11,56,8,,,,,22.3694488001056,,22.34342100005597,22.3694488001056,22.3694488001056,22.53758249990642,1.08,0.1624452997930348,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
board ,57,12,3,1.08,0.16223099967464805,,,,,,,,,,,,3,12,57,4,,,,,22.56885530008003,,22.543790000025183,22.56885530008003,22.56885530008003,22.737564399838448,1.08,0.16223099967464805,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
cushion,58,13,3,1.08,0.12806260026991367,,,,,,,,,,,,3,13,58,1,,,,,22.76926579978317,,22.74377840012312,22.76926579978317,22.76926579978317,22.903715800028294,1.08,0.12806260026991367,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
pastry,59,14,3,1.08,0.1611676001921296,,,,,,,,,,,,3,14,59,9,,,,,22.935255699791014,,22.910232899710536,22.935255699791014,22.935255699791014,23.103528999723494,1.08,0.1611676001921296,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
cushion,60,0,4,1.08,0.1283717998303473,,,,,,,,,,,,4,0,60,1,,,,,23.13495559990406,,23.11020139977336,23.13495559990406,23.13495559990406,23.27024899981916,1.08,0.1283717998303473,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
marble,61,1,4,1.08,0.16090120002627373,,,,,,,,,,,,4,1,61,3,,,,,23.30166479991749,,23.276566199958324,23.30166479991749,23.30166479991749,23.46973939985037,1.08,0.16090120002627373,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
laptop,62,2,4,1.08,0.14534590020775795,,,,,,,,,,,,4,2,62,5,,,,,23.501698799896985,,23.475869100075215,23.501698799896985,23.501698799896985,23.63743959972635,1.08,0.14534590020775795,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
police,63,3,4,1.08,0.1467098998837173,,,,,,,,,,,,4,3,63,12,,,,,23.668338799849153,,23.641536799725145,23.668338799849153,23.668338799849153,23.819659299682826,1.08,0.1467098998837173,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
mouse,64,4,4,1.08,0.162353599909693,,,,,,,,,,,,4,4,64,8,,,,,23.851521499920636,,23.825759099796414,23.851521499920636,23.851521499920636,24.019362600054592,1.08,0.162353599909693,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
pastry,65,5,4,1.08,0.1614282000809908,,,,,,,,,,,,4,5,65,9,,,,,24.050815799739212,,24.02576519967988,24.050815799739212,24.050815799739212,24.218996500130743,1.08,0.1614282000809908,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
board ,66,6,4,1.08,0.16217829985544086,,,,,,,,,,,,4,6,66,4,,,,,24.25094569986686,,24.225063200108707,24.25094569986686,24.25094569986686,24.41909099975601,1.08,0.16217829985544086,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
book,67,7,4,1.08,0.16156690008938313,,,,,,,,,,,,4,7,67,0,,,,,24.45043159974739,,24.425110399723053,24.45043159974739,24.45043159974739,24.619076800066978,1.08,0.16156690008938313,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
case,68,8,4,1.08,0.12982959998771548,,,,,,,,,,,,4,8,68,10,,,,,24.650663999840617,,24.624683399684727,24.650663999840617,24.650663999840617,24.785080600064248,1.08,0.12982959998771548,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
T-shirt,69,9,4,1.08,0.164427500218153,,,,,,,,,,,,4,9,69,7,,,,,24.81684029987082,,24.78927280008793,24.81684029987082,24.81684029987082,24.984812200069427,1.08,0.164427500218153,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
chart,70,10,4,1.08,0.16262410022318363,,,,,,,,,,,,4,10,70,6,,,,,25.016810900066048,,24.990840999875218,25.016810900066048,25.016810900066048,25.18468749988824,1.08,0.16262410022318363,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
poster,71,11,4,1.08,0.162268599960953,,,,,,,,,,,,4,11,71,14,,,,,25.21631219983101,,25.19076809985563,25.21631219983101,25.21631219983101,25.38533760001883,1.08,0.162268599960953,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
keys,72,12,4,1.08,0.16063759988173842,,,,,,,,,,,,4,12,72,13,,,,,25.4159264001064,,25.39177400013432,25.4159264001064,25.4159264001064,25.584831399843097,1.08,0.16063759988173842,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
phone,73,13,4,1.08,0.16148329991847277,,,,,,,,,,,,4,13,73,2,,,,,25.616390000097454,,25.590945600066334,25.616390000097454,25.616390000097454,25.783991399686784,1.08,0.16148329991847277,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
cruise,74,14,4,1.08,0.16133840009570122,,,,,,,,,,,,4,14,74,11,,,,,25.815734999720007,,25.790602199733257,25.815734999720007,25.815734999720007,25.983637399971485,1.08,0.16133840009570122,,,,,,,,,,,,,,,p2,001,2025-10-12_14h28.18.296,word_priming,,2025.1.1,60.160978782174794,2025-10-12 14h28.25.434967 +0530,
